NCHILD,NCHLT5,SEX,AGE,MARST,RACE,RACED,HISPAN,EDUC,EMPSTAT,INCWAGE,VETSTAT
0,0,1,24,6,1,100,1,7,1,130000,1
0,0,2,21,6,7,700,1,6,1,10000,1
2,1,1,40,1,1,100,0,10,1,50000,1
2,1,2,41,1,2,200,0,11,1,50000,1
0,0,2,34,1,1,100,0,10,1,55000,1
0,0,1,41,1,1,100,0,6,1,100000,1
0,0,1,65,1,6,620,0,10,1,129000,1
0,0,1,40,6,1,100,0,6,1,50000,1
0,0,1,47,1,1,100,0,10,1,250000,1
1,0,2,62,1,1,100,0,10,1,240000,1
1,0,1,63,1,1,100,0,10,1,260000,1
0,0,2,20,6,7,700,0,0,1,24000,1
0,0,2,51,1,9,974,0,11,1,75000,1
0,0,1,51,1,1,100,0,6,1,60000,1
0,0,2,50,1,6,600,0,10,1,210000,1
1,1,1,35,1,6,610,0,10,1,135000,1
1,1,2,34,1,6,610,0,11,1,100000,1
0,0,1,58,1,2,200,0,11,1,29000,1
2,0,2,41,1,1,100,0,11,1,145000,1
2,0,1,41,1,1,100,0,11,1,250000,2
0,0,2,32,6,6,640,0,10,1,72000,1
0,0,1,30,6,8,811,0,10,1,100000,1
2,0,1,41,1,6,600,0,10,1,103000,1
2,0,2,37,1,6,600,0,10,1,98000,1
3,1,1,32,1,7,700,1,7,1,30000,1
0,0,2,25,6,1,100,1,10,1,52000,1
0,0,1,42,3,1,100,0,10,1,230000,1
0,0,2,34,3,8,811,0,10,1,105000,1
0,0,1,31,6,6,600,0,8,1,48000,1
1,0,1,63,1,8,826,1,6,1,38000,1
0,0,1,63,1,4,400,0,6,1,12000,1
2,1,1,53,1,6,640,0,6,1,0,1
1,1,1,38,1,6,640,0,8,1,36000,1
0,0,1,25,6,1,100,0,8,1,15000,1
0,0,1,21,6,1,100,0,7,1,5000,1
2,0,1,50,1,6,610,0,11,1,125000,1
2,0,2,50,1,6,610,0,10,1,90000,1
0,0,1,27,6,6,610,0,7,1,35000,1
0,0,1,23,6,4,400,0,10,1,72000,1
0,0,2,36,6,8,826,4,10,1,0,1
0,0,2,53,6,6,640,0,6,1,14000,1
0,0,1,60,5,7,700,1,6,1,35000,1
0,0,2,56,6,6,640,0,6,1,17000,1
0,0,2,35,6,1,100,0,11,1,565000,1
1,1,1,38,1,8,802,0,11,1,85000,1
1,1,2,31,1,4,400,0,11,1,56000,1
4,0,1,36,6,8,826,1,6,1,56000,1
4,0,2,41,6,8,826,1,6,1,30000,1
0,0,2,22,6,8,826,1,6,1,18000,1
0,0,1,38,1,1,100,0,11,1,48000,1
0,0,2,29,1,1,100,0,11,1,20000,1
0,0,1,32,6,6,661,0,10,1,0,1
0,0,1,18,6,6,661,0,6,1,1200,1
0,0,1,53,1,6,661,0,7,1,30000,1
0,0,2,51,1,6,661,0,6,1,20000,1
0,0,1,55,1,4,400,0,11,1,150000,1
2,1,1,28,1,7,700,1,6,1,32000,1
2,2,1,34,1,4,400,0,11,1,300000,1
2,2,2,29,1,4,400,0,11,1,160000,1
2,0,2,45,1,1,100,0,11,1,97000,1
2,0,1,46,1,7,700,0,10,1,125000,1
4,1,2,39,1,1,100,0,7,1,0,1
4,1,1,41,1,1,100,0,6,1,8400,1
3,0,1,52,1,7,700,1,2,1,52000,1
0,0,2,25,6,7,700,1,6,1,24000,1
0,0,1,24,6,7,700,1,8,1,18000,1
0,0,1,22,6,7,700,1,6,1,12000,1
1,1,1,25,1,1,100,1,6,1,20000,1
0,0,2,22,6,1,100,1,7,1,20000,1
1,0,1,50,1,7,700,4,0,1,48000,1
0,0,2,24,2,7,700,4,10,1,16000,1
1,0,1,44,1,6,640,0,6,1,19000,1
1,0,2,45,1,6,640,0,6,1,5600,1
0,0,1,42,6,7,700,1,7,1,1000,1
1,0,2,59,1,7,700,4,10,1,0,1
1,0,1,55,1,1,100,0,11,1,210000,1
0,0,1,23,6,8,812,0,10,1,10400,1
2,0,2,41,1,6,640,0,10,1,150000,1
2,0,1,40,1,1,100,0,6,1,65000,1
0,0,1,62,6,2,200,0,10,1,0,1
0,0,1,25,6,7,700,1,8,1,4000,1
1,0,2,59,1,7,700,1,2,1,30000,1
0,0,2,28,1,4,400,0,11,1,60000,1
3,0,2,43,1,7,700,1,6,1,0,1
3,0,1,40,1,7,700,1,6,1,70000,1
0,0,1,20,6,7,700,1,6,1,30000,1
1,1,2,39,6,4,400,0,10,1,200000,1
1,1,1,40,6,1,100,0,11,1,3000,1
0,0,2,61,4,6,600,0,10,1,130000,1
4,0,2,52,1,1,100,0,10,1,0,1
4,0,1,51,1,1,100,0,11,1,130000,1
2,0,1,41,1,1,100,0,11,1,75000,1
1,0,1,54,1,7,700,1,2,1,72000,1
0,0,1,65,6,1,100,0,10,1,119000,1
1,0,2,47,6,7,700,1,6,1,71000,1
0,0,1,49,6,2,200,0,6,1,12000,1
0,0,1,57,1,1,100,0,7,1,70000,1
0,0,2,55,1,1,100,0,11,1,75000,1
1,0,2,34,3,4,400,0,10,1,94000,1
1,0,2,60,5,1,100,0,11,1,80000,1
0,0,2,29,6,8,868,0,10,1,35000,1
3,1,1,38,1,7,700,1,3,1,70000,1
1,0,1,56,4,8,826,0,10,1,565000,1
0,0,2,43,6,1,100,0,10,1,140000,1
1,0,2,44,6,7,700,4,6,1,9000,1
3,3,1,41,1,7,700,1,6,1,42000,1
3,3,2,36,1,4,400,0,7,1,80000,1
0,0,2,60,6,1,100,0,11,1,98000,1
0,0,1,38,6,1,100,0,7,1,40000,1
0,0,1,40,6,1,100,0,10,1,50000,1
0,0,2,46,2,1,100,0,1,1,120000,1
0,0,1,64,1,1,100,0,6,1,30900,2
0,0,2,47,1,1,100,0,8,1,27200,1
1,0,1,63,1,1,100,0,7,1,65000,1
1,0,2,53,1,1,100,0,7,1,20400,1
1,1,1,37,1,7,700,1,2,1,35000,1
1,0,2,39,6,8,801,0,10,1,80000,1
2,0,2,50,6,1,100,0,6,1,8000,1
0,0,1,22,6,7,700,1,6,1,50000,1
0,0,2,21,6,7,700,1,6,1,30000,1
2,0,2,47,1,7,700,1,2,1,25000,1
2,0,1,46,1,7,700,1,6,1,50000,1
1,0,2,56,1,1,100,0,6,1,135000,1
2,0,1,37,1,7,700,1,3,1,46800,1
1,0,1,38,1,1,100,0,6,1,57000,1
1,0,2,38,1,1,100,0,7,1,58000,1
1,0,2,46,6,7,700,1,8,1,47000,1
1,0,1,46,6,7,700,1,6,1,36000,1
0,0,2,22,6,7,700,1,10,1,8000,1
0,0,1,63,2,8,824,0,8,1,98000,1
0,0,1,55,1,1,100,0,6,1,78000,1
1,0,2,47,1,8,826,1,7,1,120000,1
1,0,1,46,1,8,826,1,7,1,3000,1
0,0,2,33,6,1,100,0,6,1,13300,1
4,1,1,45,6,1,100,4,6,1,85000,1
0,0,2,29,6,1,100,4,6,1,37000,1
0,0,2,20,6,1,100,4,6,1,6000,1
1,0,2,62,1,1,100,0,6,1,55000,1
0,0,1,30,6,1,100,0,0,1,1600,1
2,0,2,53,4,1,100,0,11,1,315000,1
2,0,1,48,4,1,100,1,6,1,36000,1
2,0,1,56,1,7,700,4,7,1,95000,2
0,0,1,33,6,7,700,1,8,1,17000,1
0,0,1,30,2,7,700,1,6,1,28000,1
0,0,1,55,6,1,100,4,7,1,60000,1
2,0,2,57,1,7,700,1,6,1,34000,1
2,0,1,58,1,7,700,1,6,1,64000,1
0,0,1,32,6,7,700,1,8,1,50000,1
1,1,1,32,1,1,100,0,7,1,24000,1
0,0,1,61,1,6,620,0,10,1,100000,1
0,0,2,21,6,8,802,0,7,1,24000,1
3,2,2,32,6,8,826,1,6,1,7000,1
1,0,1,59,1,6,640,0,11,1,120000,1
1,0,2,49,1,6,640,0,10,1,12000,1
1,1,2,26,1,1,100,0,11,1,52000,1
1,1,1,26,1,1,100,0,10,1,60000,1
1,0,2,42,4,8,826,1,6,1,29000,1
1,1,1,24,1,7,700,1,0,1,10000,1
0,0,2,25,6,6,600,0,10,1,20000,1
3,0,2,45,1,1,100,0,7,1,130000,1
0,0,2,58,6,1,100,0,11,1,87000,1
1,0,1,45,1,1,100,0,11,1,130000,1
0,0,2,28,1,7,700,1,10,1,105000,1
0,0,1,29,1,4,400,0,10,1,250000,1
3,2,1,34,1,1,100,0,10,1,36000,1
0,0,2,53,1,8,826,1,6,1,48400,1
0,0,1,54,1,8,826,1,2,1,0,1
0,0,2,44,1,4,400,0,6,1,29000,1
0,0,2,65,1,1,100,0,11,1,100000,1
0,0,1,59,1,1,100,0,10,1,75000,1
2,0,1,47,1,6,620,0,11,1,120000,1
2,0,2,42,1,6,620,0,10,1,7200,1
2,1,2,42,1,7,700,1,7,1,26000,1
2,1,1,45,1,7,700,4,8,1,40000,2
0,0,1,30,6,8,845,4,10,1,86000,1
0,0,2,30,6,1,100,0,10,1,74000,1
2,0,1,35,1,3,361,1,6,1,28600,1
2,1,1,49,1,8,826,1,6,1,565000,1
1,0,2,49,1,1,100,0,11,1,150000,1
1,0,1,47,1,8,856,1,10,1,150000,1
3,0,2,41,1,7,700,1,8,1,30000,1
3,0,1,44,1,7,700,1,2,1,25000,1
0,0,2,22,6,7,700,1,7,1,16000,1
0,0,2,53,1,7,700,1,10,1,66000,1
0,0,1,55,1,7,700,0,6,1,40000,2
2,0,2,47,1,1,100,0,6,1,15000,1
0,0,2,44,6,1,100,0,10,1,50000,1
2,0,1,43,1,2,200,0,6,1,65000,1
2,0,2,43,1,1,100,0,10,1,300,1
1,0,2,46,4,2,200,0,6,1,0,1
2,0,2,38,1,1,100,4,7,1,22000,1
2,0,1,42,1,1,100,0,8,1,36000,1
1,0,2,39,4,1,100,0,7,1,70000,1
0,0,1,56,1,7,700,4,11,1,0,2
2,0,1,45,1,1,100,0,10,1,150000,1
2,0,2,50,1,1,100,0,7,1,48000,1
0,0,1,20,6,1,100,0,6,1,30000,1
1,1,1,32,1,8,813,0,11,1,150000,1
1,0,2,59,1,6,600,0,10,1,61000,1
0,0,1,28,6,6,600,0,6,1,35000,1
1,0,2,59,1,4,400,0,2,1,14100,1
0,0,1,22,6,4,400,0,10,1,8500,1
0,0,1,25,6,7,700,4,6,1,30000,1
0,0,1,29,6,1,100,0,10,1,32000,1
0,0,1,24,6,1,100,0,11,1,24000,1
0,0,1,30,6,1,100,1,10,1,0,1
2,0,1,54,1,7,700,1,6,1,12500,1
0,0,2,26,4,7,700,1,7,1,20000,1
0,0,2,39,4,6,620,0,11,1,70000,1
0,0,1,62,6,1,100,0,8,1,150000,1
0,0,2,27,6,1,100,0,11,1,2000,1
0,0,2,40,6,1,100,0,10,1,200000,1
0,0,2,30,6,7,700,4,10,1,7700,1
0,0,1,33,2,1,100,0,11,1,15000,1
1,1,1,41,1,6,620,0,7,1,150000,1
1,0,2,60,4,6,620,0,0,1,31200,1
0,0,1,58,1,1,100,0,11,1,86000,1
0,0,2,55,1,8,826,1,11,1,150000,1
0,0,2,50,1,1,100,1,11,1,186000,1
0,0,2,52,1,7,700,1,6,1,28300,1
0,0,1,48,6,7,700,1,6,1,23000,1
0,0,1,46,1,1,100,0,7,1,10000,1
0,0,2,29,6,9,960,0,10,1,40000,1
2,0,1,49,1,4,400,0,7,1,150000,1
0,0,2,42,6,1,100,0,6,1,25000,1
0,0,2,25,6,4,400,0,10,1,75000,1
2,0,1,51,1,8,826,4,10,1,80000,1
2,0,2,50,1,8,826,4,10,1,10000,1
0,0,1,21,6,8,826,4,7,1,30000,1
1,1,1,29,1,1,100,0,10,1,152000,1
1,1,2,29,1,1,100,0,10,1,150000,1
1,0,2,62,1,1,100,0,6,1,7200,1
0,0,1,35,2,2,200,0,8,1,30000,1
2,0,1,56,1,1,100,0,10,1,10000,1
1,0,2,63,6,1,100,0,11,1,254000,1
0,0,1,22,6,1,100,0,10,1,16000,1
0,0,2,40,6,7,700,4,7,1,6400,1
0,0,2,34,6,7,700,4,4,1,15000,1
0,0,2,58,1,1,100,0,10,1,60000,1
3,0,1,49,1,7,700,4,8,1,90000,1
0,0,1,24,6,7,700,4,8,1,8000,1
0,0,2,49,6,7,700,4,8,1,42000,1
2,0,1,61,1,1,100,0,10,1,565000,1
2,0,2,47,1,9,905,0,10,1,80000,1
0,0,1,29,6,1,100,0,10,1,32000,1
2,0,1,48,1,4,400,0,11,1,260000,1
1,0,1,62,1,7,700,1,7,1,36000,1
0,0,1,28,6,7,700,1,10,1,4200,2
0,0,1,49,6,8,826,1,10,1,60000,1
0,0,2,27,6,4,400,0,10,1,18000,1
3,0,2,58,6,2,200,0,7,1,50000,1
0,0,1,27,6,2,200,0,6,1,60000,1
0,0,1,25,6,2,200,0,7,1,30000,1
0,0,2,61,1,1,100,0,10,1,120000,1
0,0,1,25,6,1,100,0,8,1,7000,1
2,0,1,44,1,6,600,0,11,1,65000,1
2,0,2,42,1,6,600,0,10,1,137000,1
0,0,1,55,4,2,200,0,8,1,6500,1
2,0,2,56,1,6,600,0,10,1,72000,1
2,0,2,54,1,7,700,4,0,1,36000,1
0,0,1,33,6,7,700,4,8,1,60000,1
0,0,2,26,4,7,700,4,7,1,25000,1
0,0,1,49,3,7,700,4,6,1,65000,1
1,0,1,54,1,1,100,0,11,1,200000,1
2,0,2,38,1,1,100,1,11,1,75000,1
2,0,1,41,1,6,669,1,7,1,0,1
0,0,1,34,1,1,100,0,11,1,115000,1
0,0,2,30,1,1,100,0,11,1,85000,1
0,0,2,58,1,1,100,0,6,1,35000,1
3,1,2,44,1,6,600,0,11,1,220000,1
3,1,1,45,1,6,610,0,11,1,170000,1
2,0,1,57,4,1,100,0,11,1,207000,1
0,0,1,19,6,1,100,0,6,1,3200,1
0,0,2,32,6,4,400,0,10,1,50000,1
0,0,2,40,6,7,700,4,6,1,23400,1
0,0,1,34,6,7,700,4,6,1,33600,1
1,0,1,57,1,1,100,0,11,1,100000,1
1,0,2,55,1,1,100,0,7,1,48000,1
0,0,2,23,6,1,100,0,10,1,58000,1
1,1,1,34,1,4,400,0,11,1,100000,1
1,1,2,33,1,4,400,0,11,1,100000,1
0,0,2,61,1,1,100,0,8,1,30000,1
0,0,1,64,1,1,100,0,8,1,50000,1
2,0,1,56,1,7,700,1,6,1,50000,1
0,0,2,32,6,7,700,1,6,1,18000,1
1,0,2,46,4,1,100,1,10,1,60000,1
0,0,2,24,6,1,100,1,10,1,20000,1
3,0,1,34,1,1,100,0,0,1,1000,1
3,0,2,39,1,1,100,0,0,1,3000,1
1,0,1,62,4,1,100,0,6,1,70000,1
1,0,2,64,1,6,620,0,10,1,230000,1
0,0,1,33,6,6,620,0,11,1,80000,1
0,0,1,23,6,4,400,0,10,1,50000,1
1,1,1,38,1,1,100,0,10,1,86000,1
1,1,2,28,1,1,100,0,0,1,27000,1
1,0,1,48,1,6,610,0,11,1,180000,1
1,0,2,44,1,6,610,0,11,1,170000,1
0,0,1,28,6,4,400,0,11,1,280000,1
0,0,1,29,6,1,100,0,10,1,85000,1
0,0,1,35,4,1,100,0,10,1,110000,1
1,0,1,65,1,6,640,0,8,1,46300,1
0,0,2,33,6,6,640,0,10,1,75000,1
0,0,2,61,1,1,100,0,7,1,100000,1
0,0,1,60,1,1,100,0,8,1,81000,1
2,1,1,37,1,6,610,0,10,1,170000,1
0,0,1,60,1,1,100,0,6,1,69000,1
0,0,2,38,6,1,100,0,10,1,75000,1
1,0,2,65,4,1,100,0,11,1,104000,1
0,0,1,34,6,1,100,0,11,1,5700,1
0,0,1,62,6,1,100,0,6,1,19000,1
0,0,1,60,6,1,100,0,6,1,50000,1
0,0,1,23,6,6,610,0,7,1,30000,1
0,0,1,22,6,6,610,0,6,1,910,1
2,0,2,58,1,7,700,1,2,1,24000,1
2,0,1,59,1,7,700,1,2,1,75000,1
0,0,1,33,2,7,700,1,8,1,46000,1
0,0,2,26,6,7,700,1,8,1,48200,1
1,0,1,29,6,8,826,1,5,1,60,1
1,0,2,35,2,9,963,1,6,1,10000,1
0,0,2,36,4,6,675,0,10,1,7000,1
0,0,1,31,6,6,675,0,6,1,6000,1
0,0,1,62,1,4,400,0,6,1,47000,1
0,0,2,61,1,4,400,0,0,1,47000,1
0,0,2,55,4,4,400,0,6,1,20000,1
0,0,1,32,1,1,100,0,6,1,13100,1
0,0,2,65,6,2,200,0,10,1,95000,1
1,0,1,41,1,1,100,0,11,1,80000,1
1,0,2,39,1,8,826,4,11,1,5000,1
1,0,2,36,6,1,100,0,11,1,160000,1
0,0,1,58,6,2,200,0,6,1,56000,1
0,0,1,34,2,8,826,1,6,1,15000,1
0,0,1,25,6,8,826,1,7,1,34000,1
0,0,1,61,1,1,100,0,6,1,0,1
0,0,2,60,1,1,100,0,10,1,80000,1
1,1,1,32,1,1,100,0,8,1,12000,1
1,1,2,39,1,1,100,0,6,1,12200,1
1,0,2,58,1,6,676,0,11,1,297000,1
1,0,1,59,1,1,100,0,11,1,166000,1
0,0,1,21,6,9,963,0,6,1,6900,1
0,0,1,50,4,8,826,4,11,1,50000,1
1,0,2,65,1,1,100,1,8,1,40000,1
0,0,2,25,6,2,200,0,6,1,28000,1
0,0,1,37,6,6,665,0,10,1,96000,2
0,0,2,48,1,8,826,1,2,1,26000,1
0,0,1,47,1,8,826,1,2,1,20800,1
4,0,2,52,1,8,826,1,2,1,37900,1
0,0,2,21,6,8,826,1,7,1,13000,1
0,0,2,34,6,1,100,0,10,1,0,1
0,0,1,34,4,7,700,1,6,1,0,1
2,0,2,36,6,8,856,1,6,1,70000,1
0,0,1,28,1,6,640,0,11,1,300000,1
0,0,2,25,1,6,640,0,6,1,23000,1
1,0,2,58,1,6,640,0,1,1,18300,1
1,0,1,57,1,6,640,0,2,1,27400,1
3,0,2,45,4,1,100,0,11,1,89000,1
3,0,1,35,6,1,100,0,11,1,125000,1
0,0,1,20,6,1,100,0,6,1,6900,1
1,0,1,65,1,1,100,0,10,1,11900,1
0,0,2,30,6,1,100,0,10,1,35000,1
5,0,2,42,4,1,100,0,6,1,0,1
0,0,2,59,1,1,100,0,6,1,25800,1
1,0,2,35,4,1,100,4,7,1,6400,1
3,1,2,46,1,1,100,0,10,1,100000,1
3,1,1,48,1,8,826,4,10,1,60000,2
0,0,1,33,6,1,100,4,7,1,25500,1
2,0,2,39,4,7,700,1,6,1,25000,1
0,0,1,32,6,7,700,1,7,1,42000,1
1,0,2,59,1,8,826,1,0,1,3900,1
0,0,1,30,6,8,826,1,6,1,48000,1
1,0,1,62,1,1,100,1,6,1,80000,1
0,0,1,32,6,1,100,1,7,1,60000,1
0,0,2,63,4,1,100,0,8,1,32000,1
0,0,1,30,6,8,811,0,10,1,25000,1
1,1,2,33,1,1,100,0,11,1,72000,1
0,0,1,35,2,1,100,0,11,1,80000,1
2,0,2,38,4,1,100,0,7,1,109000,1
1,1,1,28,1,6,610,0,6,1,0,1
2,2,1,40,1,1,100,0,6,1,0,1
0,0,2,26,1,8,813,0,7,1,8400,1
0,0,1,51,5,4,400,0,6,1,20000,1
5,0,1,37,6,7,700,4,6,1,33600,1
0,0,1,39,6,7,700,4,4,1,45000,1
0,0,1,63,1,8,826,1,6,1,94000,1
3,0,1,50,1,7,700,1,0,1,57000,1
3,1,1,36,1,1,100,0,10,1,200000,1
3,1,2,38,1,1,100,0,10,1,200000,1
0,0,2,63,3,6,640,0,6,1,0,1
1,0,2,60,1,8,826,1,6,1,40000,1
0,0,1,27,6,8,826,1,10,1,29700,1
0,0,2,38,2,1,100,0,7,1,96000,1
2,0,2,45,1,6,610,0,11,1,120000,1
2,0,1,49,1,6,610,0,11,1,104000,1
2,0,1,57,1,6,675,0,10,1,45000,1
0,0,1,22,6,6,675,0,10,1,45000,1
0,0,2,33,6,1,100,0,11,1,70000,1
0,0,1,33,6,1,100,0,6,1,18000,1
2,0,1,47,3,1,100,0,6,1,45000,1
1,0,1,35,6,1,100,0,6,1,40000,1
0,0,1,33,6,1,100,0,10,1,14000,1
3,0,2,36,1,1,100,0,10,1,0,1
3,0,1,37,1,1,100,0,11,1,8400,1
2,0,1,42,1,4,400,0,11,1,60000,1
1,0,1,50,1,4,400,0,8,1,100000,1
0,0,2,31,6,4,400,0,11,1,85000,1
0,0,1,35,6,1,100,0,11,1,195000,1
0,0,2,28,6,1,100,0,11,1,3600,1
3,0,2,45,1,6,600,0,10,1,105000,1
0,0,2,40,6,1,100,0,11,1,48000,1
0,0,2,31,6,8,801,0,11,1,175000,1
0,0,2,59,4,1,100,0,6,1,76000,2
0,0,1,29,6,4,400,0,10,1,45000,1
3,0,2,59,1,1,100,0,8,1,85000,1
0,0,1,26,6,8,801,0,7,1,67000,1
0,0,1,20,6,8,801,0,5,1,1000,1
0,0,2,44,6,1,100,0,7,1,0,1
0,0,1,58,6,1,100,0,6,1,51000,1
0,0,1,60,4,1,100,0,7,1,100000,1
0,0,2,64,4,1,100,0,6,1,58000,1
0,0,2,58,1,1,100,0,11,1,100000,1
0,0,1,58,1,1,100,0,8,1,52000,2
3,0,1,47,1,1,100,1,2,1,28600,1
5,5,2,26,6,1,100,1,6,1,1300,1
0,0,2,24,6,1,100,1,0,1,19000,1
1,0,2,57,1,8,826,1,4,1,10000,1
0,0,1,62,3,7,700,1,8,1,47000,1
2,0,1,39,6,1,100,0,6,1,14900,2
0,0,1,34,6,8,826,1,6,1,29000,1
3,0,1,48,4,1,100,0,6,1,100000,1
0,0,1,22,6,1,100,0,6,1,30000,1
3,0,1,34,1,1,100,0,7,1,50000,1
3,0,2,34,1,1,100,0,7,1,30000,1
2,0,1,49,1,1,100,0,7,1,35000,1
2,0,2,49,1,1,100,0,10,1,67000,1
3,0,2,40,1,6,669,0,10,1,16000,1
3,0,1,42,1,6,669,0,8,1,51000,1
2,1,1,42,1,6,610,0,11,1,133000,1
2,1,2,36,1,6,610,0,11,1,145000,1
1,0,2,54,4,2,200,0,7,1,45000,1
2,0,2,32,3,2,200,0,11,1,96000,1
0,0,1,29,1,7,700,4,10,1,75000,1
0,0,2,26,1,7,700,4,10,1,80000,1
1,0,1,37,2,2,200,0,8,1,55000,1
0,0,1,55,4,1,100,0,7,1,0,1
0,0,2,38,6,1,100,0,10,1,40000,1
1,1,2,43,6,8,826,1,11,1,150000,1
2,0,2,54,1,8,826,3,11,1,160000,1
4,0,2,33,1,1,100,1,4,1,10000,1
4,0,1,35,1,7,700,1,6,1,20000,1
3,1,1,37,1,7,700,4,6,1,30000,1
2,0,1,54,1,6,610,0,6,1,40000,1
2,0,2,44,1,6,610,0,2,1,25000,1
0,0,1,22,6,6,610,0,10,1,5000,1
0,0,1,50,6,7,700,1,0,1,74000,1
0,0,1,65,1,1,100,0,8,1,29300,2
0,0,2,64,1,1,100,0,7,1,29500,1
4,0,2,43,1,1,100,0,10,1,16000,1
4,0,1,44,1,8,812,0,10,1,0,1
2,0,2,41,4,7,700,4,6,1,5900,1
3,1,1,33,2,7,700,4,6,1,39000,1
0,0,2,34,6,1,100,0,6,1,40000,1
0,0,1,51,2,7,700,1,2,1,29000,1
1,0,1,51,6,2,200,0,10,1,30000,1
0,0,1,31,6,8,826,1,6,1,28500,1
2,2,2,26,6,8,826,2,6,1,85000,1
0,0,1,27,6,1,100,0,10,1,60000,1
2,0,1,44,1,1,100,0,10,1,565000,1
0,0,1,64,1,1,100,0,7,1,70000,1
0,0,2,62,1,1,100,0,6,1,72000,1
2,0,2,47,1,6,671,0,10,1,100000,1
2,0,1,49,1,6,671,0,10,1,100000,1
2,0,2,51,1,1,100,0,11,1,277000,1
2,0,1,49,1,1,100,0,11,1,189000,1
0,0,2,63,1,1,100,0,11,1,59000,1
0,0,1,65,1,1,100,0,10,1,167000,1
0,0,2,50,1,1,100,0,11,1,50000,1
0,0,1,46,1,1,100,0,11,1,60000,1
1,0,1,51,1,8,826,1,6,1,20000,1
1,0,2,48,1,8,826,1,6,1,20000,1
0,0,1,29,6,8,826,1,7,1,28000,1
0,0,2,19,6,2,200,0,7,1,4000,1
0,0,2,19,6,2,200,0,7,1,2500,1
0,0,1,19,6,2,200,0,6,1,1900,1
6,1,2,35,6,8,811,1,6,1,2000,1
6,1,1,40,6,1,100,1,6,1,40000,1
1,0,2,57,6,8,826,3,6,1,13000,1
2,0,1,61,1,1,100,1,0,1,37200,1
0,0,1,32,6,1,100,1,6,1,35000,1
0,0,1,34,2,1,100,1,6,1,37000,1
0,0,1,64,1,1,100,0,10,1,115000,1
0,0,1,34,6,7,700,1,6,1,60000,1
0,0,1,34,1,7,700,1,6,1,45000,1
0,0,2,29,1,7,700,1,10,1,18000,1
0,0,2,19,6,6,620,0,7,1,1500,1
1,0,2,54,1,6,620,0,10,1,17000,1
0,0,2,39,4,6,620,0,11,1,50000,1
3,0,1,33,6,8,826,1,7,1,70000,1
4,0,2,36,1,1,100,2,7,1,70000,1
4,0,1,37,1,6,600,1,10,1,104000,1
0,0,2,19,6,1,100,2,6,1,5400,1
0,0,2,18,6,1,100,1,6,1,5000,1
0,0,1,48,4,1,100,1,10,1,50000,1
1,0,2,59,6,2,200,0,8,1,2500,1
0,0,2,34,6,2,200,0,7,1,40000,1
1,0,2,60,4,1,100,0,10,1,78000,1
0,0,1,30,4,9,963,0,8,1,0,1
2,0,2,34,4,1,100,0,8,1,0,1
2,0,2,37,6,7,700,4,7,1,40000,1
0,0,1,56,6,1,100,0,10,1,48000,1
1,0,1,51,1,6,610,0,11,1,300000,2
1,0,2,51,1,6,610,0,11,1,97000,1
0,0,1,53,1,6,610,0,10,1,17000,1
0,0,2,53,1,6,610,0,6,1,40000,1
0,0,1,63,1,8,826,1,1,1,34000,1
0,0,2,55,1,8,826,1,2,1,12000,1
0,0,2,52,4,8,802,4,8,1,125000,1
0,0,1,49,6,1,100,0,6,1,0,1
0,0,1,20,6,6,600,0,7,1,5000,1
0,0,2,22,6,4,400,0,10,1,24000,1
0,0,2,20,6,6,640,0,7,1,1400,1
0,0,2,63,1,1,100,0,11,1,102000,1
0,0,2,42,1,1,100,0,11,1,90000,1
0,0,1,42,1,1,100,0,8,1,30000,1
0,0,1,27,6,1,100,0,7,1,27000,1
0,0,1,34,6,1,100,0,10,1,60000,1
0,0,2,27,6,1,100,0,11,1,53000,1
3,0,2,38,1,8,826,1,6,1,50000,1
3,0,1,38,1,8,826,1,3,1,40000,1
2,0,2,59,1,1,100,1,6,1,60000,1
0,0,1,27,6,1,100,1,6,1,25000,1
1,0,1,55,4,1,100,1,2,1,26000,1
1,0,2,40,6,1,100,1,3,1,25000,1
1,0,1,34,3,1,100,1,3,1,29000,1
0,0,2,23,6,1,100,0,10,1,63000,1
0,0,2,28,1,9,963,1,7,1,40000,1
0,0,1,30,1,9,983,4,6,1,41000,2
0,0,1,52,1,6,620,0,10,1,50000,1
0,0,2,52,1,6,620,0,8,1,90000,1
0,0,1,61,1,1,100,0,7,1,40000,1
0,0,2,59,4,8,826,1,7,1,0,1
0,0,2,61,1,1,100,0,6,1,0,1
0,0,2,25,6,2,200,0,6,1,95000,1
1,0,1,58,1,1,100,0,11,1,565000,1
1,0,2,53,1,8,826,2,11,1,565000,1
0,0,2,65,4,8,826,4,10,1,20000,1
4,1,1,40,1,7,700,1,6,1,58000,1
1,0,1,49,3,7,700,1,2,1,36000,1
0,0,1,22,6,7,700,1,6,1,40000,1
3,2,2,37,1,1,100,0,11,1,80000,1
3,2,1,37,1,1,100,0,11,1,180000,1
0,0,1,51,2,8,826,1,8,1,150000,1
1,0,2,59,1,1,100,4,0,1,2900,1
1,0,1,60,1,1,100,4,0,1,28000,1
2,0,1,53,5,1,100,0,7,1,150000,2
0,0,2,20,6,1,100,1,6,1,15000,1
0,0,2,22,6,2,200,1,6,1,5000,1
0,0,1,48,1,6,600,0,8,1,172000,1
0,0,2,49,1,6,600,0,10,1,60000,1
2,1,2,28,1,1,100,4,6,1,14000,1
